pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Montae Nicholson,2017,S,-1.09372138,-1.62640816,0.53268678,-0.01043184050740042,-0.00781927,44936,0.00499820130921272,0.0047989800000000004,Montae Nicholson,WAS,S,-0.5881568176306189,-0.9183492282217965,0.33019241059117815,360
Juju Hughes,2022,S,-1.08806944,-0.72202779,-0.36604165,0.00260184017807522,-0.00729321,52980,-0.0020632246552964,-0.00563141,Juju Hughes,DET,S,-6.462640508591894,-2.922212708948989,-3.540427799642906,293
Sam Franklin,2021,S,-1.08318456,-0.98928756,-0.093897,-0.00778143269154695,-0.00916007,52939,-0.00189446278874588,-0.0020866,Sam Franklin,CAR,S,0.9985121522781959,7.050403479134639,-6.051891326856442,220
Ricardo Allen,2021,S,-1.07782299,-1.08265339,0.0048304,-0.01047257313718782,-0.00716989,41376,-0.00703072789925668,2.4152e-4,Ricardo Allen,CIN,S,1.6115256823831168,0.9244024468605503,0.6871232355225668,181
Micah Kiser,2020,LB,-1.0738586100000005,3.99976731,-5.0736259200000005,0.02350220197151473,0.01120383,46216,-0.03141171657757431,-0.02511696,Micah Kiser,LA,LB,5.867326639880079,11.469458732537921,-5.6021320926578415,553
Kwon Alexander,2022,LB,-1.0731132800000012,7.08520832,-8.1583216,0.02515877506461178,0.02604856,42467,-0.03858904931629012,-0.0285256,Kwon Alexander,NYJ,LB,-2.870637781005518,-2.7005485204053246,-0.1700892606001936,576
A.J. Klein,2021,LB,-1.0718763400000002,2.3900657,-3.4619420400000003,0.0277023065323823,0.01405921,40096,-0.01557369996374478,-0.02683676,A.J. Klein,BUF,LB,-8.417851930384638,-4.827326959036402,-3.5905249713482355,319
Kenny Clark,2017,IDL,-1.07010193,8.124124160000001,-9.19422609,0.01213857632887394,0.02361664,43316,-0.03191860303039394,-0.02728257,Kenny Clark,GB,DI,-23.76744077359892,-16.081201891989387,-7.686238881609534,736
Justin Strnad,2021,LB,-1.0676173599999998,1.951635,-3.01925236,0.02134575750427948,0.0111522,52586,-0.02244492377699379,-0.02172124,Justin Strnad,DEN,LB,7.627340166718563,1.3201629045736263,6.307177262144936,385
Jimmie Ward,2018,CB,-1.0668308400000002,-3.98906184,2.922231,0.00136822695873007,-0.01546148,41256,0.01779593416206171,0.0224787,Jimmie Ward,SF,CB,13.672746780842836,13.129436654627519,0.5433101262153184,430
Ja'Whaun Bentley,2020,LB,-1.0665696799999995,5.57735893,-6.64392861,0.02946281130126838,0.01793363,46212,-0.01366005091235246,-0.02237013,Ja'Whaun Bentley,NE,LB,-8.485934964010212,-4.8790318686016025,-3.6069030954086103,598
Sam Acho,2016,EDGE,-1.0646193999999998,1.024683,-2.0893024,0.00117082517144959,0.00465765,37178,-0.01843790592942135,-0.0098552,Sam Acho,CHI,ED,-2.9203222881705133,-2.0293074884786804,-0.8910147996918326,595
P.J. Williams,2022,S,-1.0598406,-1.02697924,-0.03286136,-0.00288112492729371,-0.00523969,42421,-0.00392674070748488,-3.2536e-4,P.J. Williams,NO,S,11.341125926788246,10.509499175109314,0.8316267516789329,359
Adoree' Jackson,2022,CB,-1.0590373,-5.7205426,4.6615053,-2.757032105092894e-4,-0.01378444,44830,0.02304015729773031,0.01806785,Adoree' Jackson,NYG,CB,-17.9943809186493,-14.912076348186828,-3.0823045704624707,690
Tanner Vallejo,2022,LB,-1.05249054,2.75492412,-3.80741466,0.03719266835158767,0.02700906,45008,-0.03151635623460314,-0.02138997,Tanner Vallejo,ARZ,LB,3.3148236660424812,2.2488826800346793,1.0659409860078028,281
Eric Murray,2022,S,-1.0497515599999998,-1.173161,0.12340944,-0.01415334883808236,-0.0213302,43395,-8.264746664555539e-4,0.00195888,Eric Murray,HST,S,0.21871966052230785,2.7663737672744584,-2.5476541067521508,178
Thurston Armbrister,2015,LB,-1.04974142,0.95698066,-2.0067220800000003,0.0122693250443813,0.00986578,42760,-0.02148640075941191,-0.01858076,Thurston Armbrister,JAX,LB,3.8753860890510814,3.5194625644692974,0.35592352458178383,344
Michael Thomas,2020,S,-1.0480495,-1.012759,-0.0352905,-0.03433264736883591,-0.01100825,38852,-0.00750792610197262,-0.0050415,Michael Thomas,HST,S,1.1326094906600934,2.0092590376629955,-0.8766495470029018,99
Bruce Irvin,2020,EDGE,-1.0467026,-1.0467026,0,-0.00889069165507167,-0.0168823,38545,0,0,Bruce Irvin,SEA,ED,2.337111232243803,2.919208042096197,-0.5820968098523941,119
Julian Blackmon,2021,S,-1.0389014800000005,-1.66035408,0.6214525999999999,-0.00565623095170262,-0.00718768,52493,0.01005720343251292,0.00428588,Julian Blackmon,IND,S,-3.996649706038916,5.091555742707514,-9.088205448746429,396
Vincent Rey,2018,LB,-1.0378934800000006,1.4726180699999998,-2.5105115500000004,0.01552833514329364,0.01912491,35753,-0.02604300373791048,-0.02485655,Vincent Rey,CIN,LB,5.648236208519988,2.6189461969471557,3.0292900115728325,165
Jarrod Wilson,2017,S,-1.03511837,-0.99680618,-0.03831218999999999,-0.01299976939016925,-0.01689502,43645,-0.00894066984526339,-0.00132111,Jarrod Wilson,JAX,S,-3.7740833449706366,-3.092728671283363,-0.6813546736872732,189
Brandon Copeland,2016,LB,-1.031263,0.3896538,-1.4209168,0.00158383417191957,0.00649423,40463,-0.03092278381870241,-0.01776146,Brandon Copeland,DET,LB,0.7025611175246742,-3.1468140128441275,3.8493751303688017,235
David Long,2022,LB,-1.0264892399999992,4.62823524,-5.65472448,0.01373741778329925,0.00883251,47971,-0.03246481651423745,-0.02617928,David Long,TEN,LB,-22.69466760444005,-15.194596115753116,-7.500071488686933,722
Ifeadi Odenigbo,2022,EDGE,-1.0260124,-1.0544304,0.028418,-0.00992533486065804,-0.00659019,45033,0.00752096414011667,2.8418e-4,Ifeadi Odenigbo,IND,ED,3.5301576749131685,-3.7751608408622968,7.305318515775465,351
Nick Fairley,2015,IDL,-1.0232329999999994,3.3833326,-4.4065655999999995,0.00708597779611847,0.01439716,37086,-0.02900392579101129,-0.02448092,Nick Fairley,SL,DI,-6.626691131472224,-0.8404921641718963,-5.7861989673003285,443
Dawuane Smoot,2019,IDL,-1.02244541,0.8833857900000001,-1.9058312,-0.00160945778034799,0.00303569,44880,-0.02149129696559161,-0.01701635,Dawuane Smoot,JAX,DI,-9.425367723414388,-10.684398763951249,1.259031040536862,491
Deon Bush,2017,S,-1.02163952,-0.8925591999999999,-0.12908032,-0.01467889298759822,-0.0171646,43413,-0.00635366430637609,-0.00379648,Deon Bush,CHI,S,5.049509339599656,4.8534626924749595,0.19604664712469666,204
Adrian Colbert,2020,S,-1.0215505299999998,-1.1901955,0.16864497,-0.01598358765308158,-0.0183107,45042,0.00354613797157132,0.00432423,Adrian Colbert,NYG,S,2.990486925681431,2.941196516138175,0.0492904095432557,101
Jamarca Sanford,2015,S,-1.01822789,-0.91036323,-0.10786466,-0.00851264746160318,-0.01319367,34682,-0.00404763064831488,-0.00317249,Jamarca Sanford,NO,S,-4.739738745695007,-4.213816757475867,-0.52592198821914,244
Calais Campbell,2020,IDL,-1.01651112,2.98345733,-3.99996845,0.00620786576051899,0.00923671,33131,-0.01954235412118322,-0.02919685,Calais Campbell,BLT,DI,-27.8249258172143,-15.559425813731496,-12.265500003482806,465
Ra'Shede Hageman,2016,IDL,-1.0113566900000004,2.28133024,-3.2926869300000003,0.02407275948676197,0.01123808,41266,-0.02062098250746884,-0.02209857,Ra'Shede Hageman,ATL,DI,-11.835078947084138,-6.418391603726181,-5.416687343357957,394
Rudy Ford,2022,S,-1.00969088,-2.97541863,1.96572775,-0.00324070421886274,-0.01114389,45021,0.01788060225275758,0.01123273,Rudy Ford,GB,S,-12.349705470227184,-12.918015536433547,0.5683100662063636,540
Oren Burks,2021,LB,-1.0078234199999998,1.0123156,-2.02013902,0.01373827316792395,0.0077276,46157,-0.02263933164685959,-0.02557138,Oren Burks,GB,LB,-5.408976238200089,-6.6150861834880175,1.2061099452879296,259
Dean Lowry,2017,IDL,-1.00737386,3.6004139399999997,-4.6077878,0.01839007982069216,0.01519162,43426,-0.01505745325373369,-0.0182126,Dean Lowry,GB,DI,2.7273219459048406,0.20697091929106357,2.5203510266137785,501
Jack Jones,2022,CB,-1.0067297799999997,-4.253314,3.24658422,0.0020080583674273,-0.0163589,54586,0.01476453646946524,0.01865853,Jack Jones,NE,CB,-27.78162078618479,-24.603158948607852,-3.178461837576935,551
Nate Allen,2015,S,-1.00008361,-0.9937566,-0.00632701,0.01217764786263306,-0.00736116,35476,-0.00223827379911272,-7.109e-5,Nate Allen,OAK,S,-14.057317971038167,-16.416447413732644,2.3591294426944778,314
Eddie Pleasant,2018,S,-0.99966343,-0.8479639299999999,-0.1516995,-0.03279177567959167,-0.01437227,39402,-0.00864044383301471,-0.0056185,Eddie Pleasant,GB,S,5.256171386798031,3.9551287488228137,1.301042637975218,135
David Onyemata,2019,IDL,-0.9976147099999996,4.23881465,-5.23642936,0.00355615908553157,0.01036385,43409,-0.02756963992527679,-0.02541956,David Onyemata,NO,DI,-7.149821373863853,1.828332565882114,-8.978153939745967,652
Jaylen Watkins,2020,S,-0.99057283,-1.21583544,0.22526261,-0.01227248358795352,-0.02096268,41330,0.01753057707434471,0.00549421,Jaylen Watkins,LAC,S,-1.0487581950548608,-1.2851768835505242,0.23641868849566355,96
Patrick Jones II,2022,EDGE,-0.99007224,0.10719616,-1.0972684,0.00493374974405887,6.4576e-4,53519,-0.01206317551328241,-0.00806815,Patrick Jones II,MIN,ED,-4.609073341350203,-5.944312421591951,1.3352390802417469,384
Jayron Hosley,2015,CB,-0.97935998,-4.9553163,3.97595632,-2.533561482933828e-4,-0.01501611,38624,0.02283663598360303,0.01997968,Jayron Hosley,NYG,CB,11.968895011082154,10.733370107446474,1.2355249036356795,625
Ramik Wilson,2015,LB,-0.97598991,1.24069764,-2.21668755,0.01716786662981487,0.02385957,42461,-0.02828676960262999,-0.02878815,Ramik Wilson,KC,LB,-11.555707695994307,-13.3892090277275,1.8335013317331932,234
Josey Jewell,2022,LB,-0.9750154299999992,4.96551056,-5.940525989999999,0.02366152824411242,0.01001111,46175,-0.01460560403850966,-0.01805631,Josey Jewell,DEN,LB,-11.566251234181683,-12.695186611972757,1.1289353777910738,811
Doug Middleton,2018,S,-0.97300266,-1.2442425,0.27123984,-0.01028903261636963,-0.00829495,43817,-0.00512832895299307,0.00334864,Doug Middleton,NYJ,S,-7.245376717049371,-7.912469588288552,0.6670928712391799,304
Robert Blanton,2015,S,-0.97061396,-0.91582208,-0.05479188000000001,-0.00564925512234859,-0.00715486,38669,-0.0044508479663632,-5.3196e-4,Robert Blanton,MIN,S,11.41972597583084,9.44468176385059,1.9750442119802505,284
Terrence Brooks,2020,S,-0.96785926,-1.1337708,0.16591154,0.00554716510835349,-0.00833655,41308,-0.00860707867054184,0.00140603,Terrence Brooks,NE,S,9.908429673379471,8.750347155469875,1.1580825179095955,242
Dexter Lawrence,2021,IDL,-0.9635776199999996,6.689354460000001,-7.65293208,0.00747355987022246,0.01570271,47800,-0.02919899254091768,-0.02333211,Dexter Lawrence,NYG,DI,-14.766315886460607,-8.079124106363643,-6.6871917800969625,767
Joplo Bartu,2015,LB,-0.9633268899999998,0.59715582,-1.5604827099999998,-0.01527844899071655,0.00686386,40223,-0.02302271903342603,-0.02944307,Joplo Bartu,ATL,LB,-9.881326294075738,-7.4550559767452125,-2.4262703173305233,219
Adrian Clayborn,2018,EDGE,-0.96210678,-1.26542526,0.30331848,-0.00313018864042125,-0.00348602,37093,0.00822108425872335,0.00659388,Adrian Clayborn,NE,ED,-17.374344330861206,-12.758047757657145,-4.616296573204061,443
Arik Armstead,2020,EDGE,-0.9604587299999996,1.65796133,-2.6184200599999996,-0.03590816258421871,0.00358091,42360,-0.01172692200785831,-0.00945278,Arik Armstead,SF,ED,-7.960777773879007,-2.691908975129754,-5.268868798749252,733
Deionte Thompson,2019,S,-0.9591227,-0.7676969899999999,-0.19142571,-0.00894935087544497,-0.00428881,47922,0.0029601058945594,-0.00262227,Deionte Thompson,ARZ,S,1.0410136209184384,7.666775284702017,-6.625761663783579,408
Josh Bynes,2021,LB,-0.9588779599999996,4.86557116,-5.82444912,0.02823439221612973,0.01632742,37778,-0.02560989115980571,-0.02437008,Josh Bynes,BLT,LB,-12.541977441308962,-6.266875194644023,-6.275102246664938,606
Cody Davis,2019,S,-0.95851338,-0.9957468,0.03723341999999999,-0.01272625538888041,-0.01659578,40217,-0.00192404605723537,0.00531906,Cody Davis,JAX,S,-2.3600326367677704,-3.055091454327133,0.6950588175593628,87
Max Bullough,2016,LB,-0.9559137599999996,2.03320587,-2.98911963,0.02280201713912976,0.01831717,41955,-0.01625046081602265,-0.02317147,Max Bullough,HST,LB,-0.12043205743726244,-4.1504999818623105,4.030067924425048,307
Marquise Blair,2019,S,-0.95464672,-1.17129948,0.21665276,0.01074577157983108,-0.00714207,47830,0.00109288358983236,0.00292774,Marquise Blair,SEA,S,2.025065704609109,0.21898295303435364,1.8060827515747555,286
Marquis Haynes,2019,EDGE,-0.95333499,-0.59132724,-0.36200775,-0.00567940198046103,-0.00428498,46205,-0.00493343959014718,-0.00556935,Marquis Haynes,CAR,ED,-1.2891295847292026,-4.62880760854414,3.3396780238149377,336
Anthony Walker,2019,LB,-0.9522871100000004,7.44384681,-8.39613392,0.0394748329140905,0.01554039,44974,-0.03125712966124762,-0.02528956,Anthony Walker,IND,LB,-16.629688109550344,-9.769724334072608,-6.859963775477735,822
Neville Hewitt,2021,LB,-0.9516871199999994,3.3467816000000004,-4.29846872,0.0445868556994937,0.0220183,42771,-0.03470326135275384,-0.02484664,Neville Hewitt,HST,LB,-0.8626982894985393,0.0916961640480544,-0.954394453546593,393
Michael Wilhoite,2016,LB,-0.9514447400000005,3.82253668,-4.77398142,0.00814011806534232,0.01453436,37662,-0.01363068544343603,-0.01932786,Michael Wilhoite,SF,LB,3.0806741203667936,-3.244112454082819,6.324786574449612,672
Ambry Thomas,2021,CB,-0.95045273,-3.39262593,2.4421732,-0.00556511653002009,-0.01070229,53531,0.01156419868753006,0.0148913,Ambry Thomas,SF,CB,20.58005688361969,20.430828041590356,0.1492288420293355,622
DeMarcus Walker,2020,IDL,-0.9498623999999998,1.3818112,-2.3316736,-0.00287714033293476,0.0061688,44863,-0.02006591986366832,-0.01457296,DeMarcus Walker,DEN,DI,-0.9921893705753311,-7.958590431057694,6.966401060482362,374
Craig Mager,2015,CB,-0.9492457,-2.4380913,1.4888456,0.00388125619941106,-0.0161463,42426,0.02032387798771717,0.01861057,Craig Mager,SD,CB,0.3624352965592869,-0.44942810371699227,0.8118634002762795,318
Tre Norwood,2022,S,-0.94530825,-1.02201225,0.07670400000000001,0.01159548816139231,-0.00584007,53674,-0.00146372268360985,0.001128,Tre Norwood,PIT,S,7.67395665051761,7.522598403725093,0.15135824679251628,380
Antrel Rolle,2015,S,-0.94525736,-1.74843904,0.80318168,-0.00956537038205995,-0.00740864,29832,0.00489717258367112,0.00528409,Antrel Rolle,CHI,S,-3.3103148683655874,-2.5509026127525103,-0.759412255613077,456
DeAngelo Hall,2015,S,-0.9452219699999996,-2.08193088,1.13670891,-0.00700089294319702,-0.00598256,28960,0.00925668410320543,0.00742947,DeAngelo Hall,WAS,S,-2.8109405912365593,-0.0972471700836042,-2.713693421152955,536
Arik Armstead,2022,IDL,-0.9439258600000002,2.2523436,-3.1962694600000003,-0.00288914296702784,0.0073606,42360,-0.0141199482980231,-0.01795657,Arik Armstead,SF,DI,5.0019703020796396,3.294713391623552,1.7072569104560873,481
Nick Scott,2020,S,-0.93895431,-1.11428625,0.17533194,-6.521295388945351e-4,-0.00595875,48026,-0.00481672230303345,0.00417457,Nick Scott,LA,S,0.8800339669235577,0.9239177528062974,-0.04388378588273968,224
Henry Melton,2015,IDL,-0.9387968199999994,2.4152997000000003,-3.3540965199999997,4.238633390455722e-4,0.00731909,34556,-0.01958880711667756,-0.01853092,Henry Melton,TB,DI,-2.773712521499728,-4.3549480854114355,1.5812355639117068,533
Javien Elliott,2018,CB,-0.9384725799999992,-6.1755954399999995,5.23712286,-0.02661217305101089,-0.02594788,44065,0.03073532770837669,0.04634622,Javien Elliott,TB,CB,-6.113134159902452,-7.67873700765588,1.565602847753427,486
Richard LeCounte,2021,S,-0.93580967,-0.8397563800000001,-0.09605329,-0.0197889533526088,-0.01584446,53598,-0.0060561579561935,-0.00417623,Richard LeCounte,CLV,S,1.886332389879193,0.9566172464795255,0.9297151433996678,182
Dean Marlowe,2020,S,-0.93455052,-0.75246216,-0.18208836,-3.094450618780741e-4,-0.00583304,42901,-9.831257191278513e-4,-0.00178518,Dean Marlowe,BUF,S,-5.538088683942855,-7.097413225060243,1.5593245411173875,226
Shareece Wright,2016,CB,-0.93345054,-5.6774511,4.74400056,-0.00431344225941177,-0.01332735,37164,0.0290872392549172,0.01920648,Shareece Wright,BLT,CB,6.95335561752016,12.61588607924353,-5.662530461723369,739
Clelin Ferrell,2021,EDGE,-0.93071473,-0.91954319,-0.01117154,-0.01841120521459898,-0.00608969,47787,0.00634918326329152,-9.157e-5,Clelin Ferrell,LV,ED,0.03571304664260988,-4.484146888840954,4.519859935483564,289
Reuben Foster,2018,LB,-0.92800716,2.88883284,-3.81684,0.02990513345836713,0.01362657,44843,-0.03029376028910766,-0.03053472,Reuben Foster,SF,LB,7.512507240452678,4.912379551724483,2.6001276887281963,422
Tyus Bowser,2017,EDGE,-0.92749056,-0.92749056,0,-0.00515457350054879,-0.00966136,44859,0,0,Tyus Bowser,BLT,ED,-14.879249211497882,-13.878758130387196,-1.0004910811106875,277
Demarcus Lawrence,2016,EDGE,-0.92593008,-0.5304984,-0.3954316799999999,-0.00209680865203619,-0.0018812,41263,-0.01587713798790922,-0.00470752,Demarcus Lawrence,DAL,ED,-4.6098864400735495,3.7017880777243635,-8.311674517797913,400
Josh Jones,2022,S,-0.9255975399999998,-2.17408374,1.2484862,0.01179159851956527,-0.00873126,44873,0.01848724775548927,0.0098306,Josh Jones,SEA,S,7.792544354925399,6.184494217738433,1.6080501371869653,439
Cameron Sample,2022,EDGE,-0.9233688,0.46524768,-1.38861648,4.643183466676658e-4,0.00168568,53540,-0.00862113094864708,-0.00746568,Cameron Sample,CIN,ED,2.1633520075253205,2.4537502894408174,-0.290398281915496,500
Mitch Unrein,2017,IDL,-0.9146215500000006,3.89511045,-4.809732,0.01441564286959535,0.02060905,36102,-0.02534560144630651,-0.02404866,Mitch Unrein,CHI,DI,-8.031284031525828,-3.0076888160124833,-5.023595215513345,390
Eric Berry,2018,S,-0.91457312,-0.8916835200000001,-0.02288959999999999,-0.00568508889901714,-0.00857388,35444,-0.00349814491681495,-2.488e-4,Eric Berry,KC,S,5.363753104366135,3.9987187300819085,1.3650343742842272,193
Chris Smith,2015,EDGE,-0.91175282,-0.70875456,-0.20299826,0.01584389442639478,-0.00738286,41388,-0.00607298533567956,-0.00349997,Chris Smith,JAX,ED,-0.2140049491292123,2.772859577956405,-2.9868645270856167,255
Andrew Wingard,2022,S,-0.91161654,-0.7442654400000001,-0.1673511,0.00563446747966876,-0.00486448,48508,-6.687645730523891e-4,-0.00239073,Andrew Wingard,JAX,S,-18.109212091359392,-8.424846948828044,-9.684365142531348,253
Marquel Lee,2017,LB,-0.91102623,1.47819249,-2.38921872,0.01887653768599497,0.02505411,44981,-0.01671887510936409,-0.02133231,Marquel Lee,OAK,LB,4.212696962149775,3.1560315240192636,1.056665438130512,228
Jeremy Reaves,2022,S,-0.90898615,-0.52139857,-0.38758758,-0.00705424861036632,-0.00677141,46649,-0.00165796837161515,-0.00545898,Jeremy Reaves,WAS,S,-8.416628927411313,-1.9146137174677227,-6.502015209943591,218
Joe Thomas,2019,LB,-0.9077636,1.83220985,-2.73997345,-0.00927448822301414,0.01263593,41599,-0.03429338989091261,-0.02712845,Joe Thomas,DAL,LB,-6.751727930832066,-7.057681848041499,0.305953917209434,273
Tre Brown,2021,CB,-0.9075007800000006,-2.8013137200000005,1.89381294,0.00224090723778023,-0.01729206,53566,0.02217468504533728,0.02036358,Tre Brown,SEA,CB,-2.1834618620236546,-5.747942940057676,3.564481078034021,320
James Harrison,2017,EDGE,-0.90408877,-0.26004563999999997,-0.64404313,0.0012036292955376,-0.00313308,27498,-0.01787721470216301,-0.00907103,James Harrison,PIT,ED,-6.868661643415808,-7.157908827332941,0.2892471839171321,231
Nick Bolton,2021,LB,-0.9001764299999984,8.926563660000001,-9.82674009,0.02271253700027925,0.02237234,53487,-0.02470952987095222,-0.02950973,Nick Bolton,KC,LB,-19.567794990605933,-4.46672653652073,-15.101068454085201,772
Tyson Alualu,2015,IDL,-0.8991428999999993,3.8653452,-4.7644880999999994,0.00126018878829629,0.01073707,35449,-0.01327002361067782,-0.0145703,Tyson Alualu,JAX,DI,11.216728146619365,5.68273350188208,5.533994644737286,719
Kerry Hyder,2016,EDGE,-0.89412411,0.8359076,-1.73003171,0.0208600503325959,0.00189979,41786,-0.00144482866654201,-0.00683807,Kerry Hyder,DET,ED,-6.587317209664507,-9.778520507418142,3.1912032977536353,806
Jairus Byrd,2017,S,-0.89329736,-0.81789224,-0.07540511999999999,0.00124556976210299,-0.00675944,34493,-0.00729813943109315,-0.00538608,Jairus Byrd,CAR,S,1.9803265193653137,1.6069154136194743,0.3734111057458397,130
David Onyemata,2021,IDL,-0.89160862,2.07420605,-2.96581467,0.00227778148542795,0.00732935,43409,-0.01889272742222839,-0.02017561,David Onyemata,NO,DI,-16.99435650259654,-11.464089397726518,-5.530267104870018,473
